Country,Year,index,temp70,temp45,temp26,temp70_smoothed,temp45_smoothed,temp26_smoothed,GtCO2e_cumsum70,abatement70,temp_diff70,GtCO2e_cumsum45,abatement45,temp_diff45,GtCO2e_cumsum26,abatement26,temp_diff26
GNB,2060,778,29.81616502241657,29.326568973425687,28.465683584502273,29.790255022717922,29.157561331908433,28.494478568907617,4349.314497009131,0.0,0.0,3022.351289627446,1326.9632073816847,-0.6326936908094893,2196.103053490544,2153.2114435185867,-1.295776453810305
GNB,2070,779,30.03590545654299,29.29669737639253,28.583368767632404,30.212170943024038,29.354888997480064,28.5006218305734,5449.852347440911,0.0,0.0,3506.472122330704,1943.380225110207,-0.8572819455439742,2327.987341173351,3121.86500626756,-1.711549112450637
GNB,2080,780,30.7116638183594,29.53757074529477,28.588718899813593,30.62217336289379,29.482858949971614,28.425940767278185,6664.386104413549,0.0,0.0,3920.145361753433,2744.240742660116,-1.1393144129221753,2383.706679066941,4280.679425346609,-2.196232595615605
GNB,2090,781,31.097698748553263,29.64725957799843,28.314990121346955,31.040111465323918,29.559706166239074,28.26263246410184,8023.618968318464,0.0,0.0,4235.851616159866,3787.7673521585975,-1.4804052990848433,2378.9372821313204,5644.681686187143,-2.7774790012220762
GNB,2100,782,31.394415367974197,29.562551964653885,28.007725863986572,31.454552954544774,29.632799985391724,28.0847213811144,9538.860648266145,0.0,0.0,4464.555511897279,5074.305136368866,-1.8217529691530494,2326.220102831605,7212.64054543454,-3.3698315734303748
GNQ,2020,783,23.146798243667163,23.199343502160296,23.169650129838445,23.13184025620951,23.1819847006271,23.225213417345646,842.8966489437206,0.0,0.0,786.3811247563308,56.515524187389815,0.05014444441759025,762.063433797282,80.83321514643865,0.09337316113613525
GNQ,2030,784,23.449000718858528,23.389514894838708,23.401073144983386,23.4815051406899,23.378114891629494,23.356237394011835,1568.077861557596,0.0,0.0,1350.296984775312,217.78087678228394,-0.10339024906040706,1230.5399546264935,337.5379069311025,-0.12526774667806606
GNQ,2040,785,23.859139552260913,23.534547655510202,23.51223329486271,23.83297101308016,23.577515536559268,23.481655867471652,2407.5081903645205,0.0,0.0,1926.7321054271188,480.7760849374017,-0.2554554765208934,1636.1994542882417,771.3087360762788,-0.35131514560850974
GNQ,2050,786,24.159309782805288,23.781324711552397,23.598164706760006,24.221741430853015,23.767563640822377,23.55826666575961,3337.039282302806,0.0,0.0,2490.9085976750175,846.1306846277885,-0.45417779003063785,1966.493090080031,1370.546192222775,-0.6634747650934045
GNQ,2060,787,24.64632314046226,24.003134895093535,23.582724970037308,24.63897979612958,23.95275926103979,23.60148448833911,4349.314497009131,0.0,0.0,3022.351289627446,1326.9632073816847,-0.6862205350897881,2196.103053490544,2153.2114435185867,-1.0374953077904685
