Country,Year,temp70,temp45,temp26,temp70_smoothed,temp45_smoothed,temp26_smoothed,abatement70,abatement45,abatement26,gdp70,bond_rate,warming_per_GtCO2e,inflation_longrun,gdp45_imputed,gdp26_imputed,real_bond_rate
AGO,2070,24.277498718979256,23.11757141922624,22.419867359108256,24.3297798980982,23.18221793747854,22.408709967709807,0.0,1943.380225110207,3121.86500626756,1836.1858630653558,,-0.0004970953713782,0.01,2123.4646275683676,2308.6207399575537,
AGO,2080,24.768602965022744,23.467029216161983,22.472756856137305,24.79089630732607,23.386952262475397,22.383304046822836,0.0,2744.240742660116,4280.679425346609,2828.8292258625725,,-0.0004970953713782,0.01,3485.8019022814774,3886.4425876021014,
AGO,2090,25.3848847273516,23.585519598109276,22.2885032540474,25.23843596676143,23.594298682512985,22.348023492672624,0.0,3787.7673521585975,5644.681686187143,4319.702468141222,,-0.0004970953713782,0.01,5783.312411014103,6586.837773714489,
AGO,2100,25.63266463047042,23.79404211141465,22.31617495848569,25.69082560245517,23.799402294964608,22.30473254028712,0.0,5074.305136368866,7212.640545434541,6588.663886060099,,-0.0004970953713782,0.01,9772.713925635455,11321.17440763279,
ALB,2020,9.754488997025948,9.821131989450189,10.217196516557197,9.858884404005456,9.933998177679308,9.948028626729537,0.0,56.515524187389815,80.83321514643865,31.85063677492064,,-0.0004316195308938,0.01,31.85876993975496,31.862211805245888,
ALB,2030,9.9107692577221,10.134462540238015,10.395561896430143,10.206982950633405,10.102680383431128,10.034739546196542,0.0,217.78087678228394,337.5379069311025,41.195584992608175,,-0.00043161953089379995,0.01,41.248281621583494,41.27573388410674,
ALB,2040,10.441419335567613,10.220891224254284,9.920948282877626,10.56172860384839,10.289355513507914,10.135789514149154,0.0,480.7760849374018,771.3087360762788,51.84970214694461,,-0.0004316195308938,0.01,52.02839814400594,52.12580078897996,
ALB,2050,11.06253260859739,10.302032301161049,10.280553294994236,10.947682686031063,10.5503750434649,10.256458898785974,0.0,846.1306846277885,1370.546192222775,66.2115663266495,,-0.0004316195308938,0.01,66.688449296342,66.94090368519376,
ALB,2060,11.311914987275117,10.924301748564773,10.461774328983214,11.3627861752718,10.81215307693282,10.355755329554418,0.0,1326.9632073816847,2153.2114435185867,75.74598164336055,,-0.00043161953089380006,0.01,76.74002463146044,77.23745343010127,
ALB,2070,11.789467253508414,11.177783937807462,10.559305657280838,11.75237435874159,11.038257487715727,10.359148480442062,0.0,1943.3802251102068,3121.86500626756,96.16479493436626,,-0.0004316195308938,0.01,98.22983036718955,99.16321424700988,
ALB,2080,12.112302514278552,10.964291797984751,10.149387845126087,12.197066472912578,11.208548836456153,10.270180771020637,0.0,2744.2407426601158,4280.679425346609,100.78358759409801,,-0.00043161953089379995,0.01,104.18809400685944,105.49588814377287,
ALB,2090,12.552841582121696,11.371307203504797,10.21461780689383,12.735053998374555,11.349101938620244,10.094857892345615,0.0,3787.7673521585975,5644.681686187143,121.67258797537096,,-0.0004316195308938,0.01,128.0348958002429,129.998964671199,
ALB,2100,13.42204310099286,11.512049187554275,9.871573384602888,13.278109450321663,11.496339823779712,9.920656014345864,0.0,5074.305136368866,7212.64054543454,150.29705835659627,,-0.0004316195308938,0.01,161.85610392233656,164.60769183521938,
ARE,2020,27.81425590254091,27.959746922834146,27.773167930426773,27.73682600202428,27.799405246337205,27.844357786114102,0.0,56.515524187389815,80.83321514643865,338.4901691357981,,-0.0004231276522506,0.01,340.0254972456227,340.6876649923732,
ARE,2030,28.086982538437184,27.91770484041022,27.958404110112983,28.148838275409243,28.016880145847516,28.02914922399845,0.0,217.7808767822839,337.5379069311025,561.8810737407039,,-0.0004231276522506,0.01,571.9648509621057,577.565900637993,
ARE,2040,28.50524754280661,28.149883222925776,28.30034690158252,28.56240293396383,28.244130240128797,28.19735862093367,0.0,480.7760849374017,771.3087360762788,903.506585820132,,-0.0004231276522506,0.01,940.3753174261346,963.1872357516513,
ARE,2050,29.159453322214347,28.521184543056684,28.62484760594861,28.994596933180816,28.487519112391364,28.29689327061738,0.0,846.1306846277885,1370.546192222775,1327.021263803793,,-0.0004231276522506,0.01,1425.605790372117,1489.3904818132928,
ARE,2060,29.41337335522823,28.854743537229616,28.435742043731512,29.439709253453348,28.7220048811696,28.364856863760014,0.0,1326.9632073816847,2153.2114435185867,1863.5653137052884,,-0.0004231276522506,0.01,2089.243398390036,2239.7988643091844,
ARE,2070,29.775802407531582,28.79335269218812,28.31820173787519,29.861836942674486,28.968539336990435,28.348894918819166,0.0,1943.3802251102072,3121.86500626756,2492.1897517429084,,-0.0004231276522506,0.01,2953.4439158263667,3263.019591809695,
ARE,2080,30.367040457267,29.21000873906089,28.30845297212128,30.284559741072616,29.179115682241253,28.267642855073575,0.0,2744.240742660116,4280.679425346609,3343.603998890744,,-0.0004231276522506,0.01,4262.171447676556,4853.935948036055,
ARE,2090,30.69219166248294,29.564507293843892,28.181404993193897,30.73178551580083,29.36407809871744,28.180156961861112,0.0,3787.7673521585975,5644.681686187143,4135.551004679522,,-0.0004231276522506,0.01,5802.44810071803,6786.403683902054,
ARE,2100,31.180644974367947,29.433469866256655,28.07865572072617,31.17544765651009,29.55127527599853,28.090241482056413,0.0,5074.305136368866,7212.64054543454,5315.833423712342,,-0.0004231276522506,0.01,8398.545747077434,10044.13995417962,
ARG,2020,16.958145830915864,17.31035359864824,16.97792623458387,17.043847631155035,17.0826740992968,17.07956702557386,0.0,56.515524187389815,80.83321514643866,813.4905696203972,,-0.0003082349571306,0.01,814.6584129462168,815.1606710969234,
ARG,2030,17.164378058918857,17.434312725730617,17.145706845242316,17.351896807640475,17.255903853352258,17.29655236118226,0.0,217.7808767822839,337.5379069311025,1127.1071254739318,,-0.0003082349571306,0.01,1133.5705653639757,1137.118736563453,
ARG,2040,17.7108300937781,17.477594623426445,17.582717623275204,17.645568025379507,17.433267228128564,17.499762803531084,0.0,480.7760849374017,771.3087360762788,1516.6401339148827,,-0.0003082349571306,0.01,1536.4830477371252,1548.4348914637326,
ARG,2050,18.0766056640532,17.49518182698436,17.762123340132963,17.87667725450686,17.615094661849113,17.59260231115872,0.0,846.1306846277885,1370.546192222775,2001.3914032153202,,-0.0003082349571306,0.01,2048.6379410901495,2077.769088868698,
ARG,2060,17.947826689918145,18.002079907761924,17.67521220952749,18.109243808126735,17.752480787782208,17.54470230054746,0.0,1326.9632073816847,2153.2114435185867,2609.777582100954,,-0.0003082349571306,0.01,2708.797653498012,2770.0005915146144,
ARG,2070,18.20375542400254,17.77814926674593,17.224452586022522,18.35315288938576,17.901806536021255,17.448159782385847,0.0,1943.380225110207,3121.86500626756,3343.2434908427094,,-0.00030823495713059993,0.01,3533.795155618718,3648.2170515246285,
ARG,2080,18.826467873407232,18.030417820831246,17.304470443661593,18.685039073427593,17.973827354790373,17.344546284111203,0.0,2744.240742660116,4280.679425346609,4204.156035715452,,-0.0003082349571306,0.01,4554.477212595387,4748.3510315061885,
ARG,2090,18.88830851912171,18.17733429749468,17.37838498844604,19.128069712509255,17.966413398563983,17.298389885268058,0.0,3787.767352158597,5644.681686187143,5227.066409785456,,-0.0003082349571306,0.01,5856.880833596243,6162.0592639379865,
ARG,2100,19.67160342780304,17.81604669850354,17.23262115084934,19.56602831125965,17.957870462325687,17.26421167946902,0.0,5074.305136368866,7212.64054543454,6674.457947068883,,-0.0003082349571306,0.01,7802.509367272466,8272.39621791926,
ARM,2020,6.329114185680066,6.508404263583119,6.233801084576254,6.308479000262189,6.344052441562676,6.3747602673257004,0.0,56.515524187389815,80.83321514643865,30.600552967579798,,-0.00044095795561649995,0.01,30.581463675026775,30.5731951068598,
ARM,2030,6.816425577799503,6.384648471408443,6.70979998553243,6.740795463628302,6.5391265086807575,6.548312695662766,0.0,217.7808767822839,337.5379069311025,42.59162649672955,,-0.00044095795561649995,0.01,42.505524779318144,42.45658334940585,
ARM,2040,7.208201691598626,6.4705774943034085,6.589654078628101,7.1720806670019295,6.75537509633398,6.732419110620465,0.0,480.7760849374017,771.3087360762788,59.721861155516336,,-0.0004409579556165,0.01,59.50272979267474,59.357765408621056,
ARM,2050,7.604448784722245,7.064760391800514,6.949385579427106,7.616301862985881,6.967052435025698,6.934035406597963,0.0,846.1306846277885,1370.546192222775,82.7373443383454,,-0.0004409579556165,0.01,82.31542735775773,81.99769455531549,
ARM,2060,8.112561913692613,7.400456422748011,7.193589551521093,8.028628076685392,7.182771896918093,7.019812649482522,0.0,1326.9632073816847,2153.2114435185867,107.79956065777291,,-0.00044095795561649995,0.01,107.13054110919298,106.5316445740285,
ARM,2070,8.40569429750798,7.059303114149328,6.143759381329595,8.43133052412433,7.429483695499061,6.993170085598337,0.0,1943.380225110207,3121.86500626756,138.4781022142645,,-0.0004409579556165,0.01,137.53536573713473,136.4777733690895,
ARM,2080,8.674287645744577,7.736853073582528,6.970926134514109,8.8689668444845,7.599768921558533,6.9120417425375305,0.0,2744.240742660116,4280.679425346609,164.20929937094405,,-0.0004409579556165,0.01,163.14750774056574,161.51992111078334,
ARM,2090,9.313903356481504,7.982379319932749,6.592445486563246,9.353615609993012,7.740309154868347,6.82469531087373,0.0,3787.7673521585975,5644.681686187143,205.07610825839603,,-0.0004409579556165,0.01,204.11413087227285,201.57948197514384,
ARM,2100,9.903845299614822,7.689311387803842,6.860807037353538,9.848036725018526,7.877085105143658,6.751390416201633,0.0,5074.305136368866,7212.64054543454,265.7321839425841,,-0.0004409579556165,0.01,265.31189812534734,261.18905522056923,
AUS,2020,16.69064380070919,16.567911908185767,16.47409589402288,16.578393432254632,16.610650556220847,16.676604502276728,0.0,56.515524187389815,80.83321514643865,1360.850211527,0.04160000000000008,-0.0002994888298111,0.01,1362.6410707878545,1363.411170885057,0.03160000000000008
AUS,2030,16.933024928879675,16.91662317525762,16.97943566722879,16.921974862353302,16.917834743631072,16.8427723761557,0.0,217.7808767822839,337.5379069311025,1814.8686587202144,0.04160000000000008,-0.0002994888298111,0.01,1824.469429827584,1829.7373200280758,0.03160000000000008
AUS,2040,17.191133988723497,17.254492231295476,17.108611845937965,17.263264454527427,17.2171174335817,17.001749956115262,0.0,480.7760849374018,771.3087360762788,2337.833748838257,0.04160000000000008,-0.0002994888298111,0.01,2366.2515938796305,2383.352124382213,0.03160000000000008
AUS,2050,17.742973201443704,17.531841855950958,17.022963500936786,17.58452254838859,17.464686625215094,17.114976224235406,0.0,846.1306846277884,1370.546192222775,2929.7177637187697,0.04160000000000008,-0.0002994888298111,0.01,2994.704567994854,3034.7253630536106,0.03160000000000008
AUS,2060,17.76921982514691,17.66304235702967,17.220690938204775,17.90699339908092,17.65047071648091,17.177423886569073,0.0,1326.9632073816847,2153.2114435185867,3753.5956730870594,0.04160000000000008,-0.0002994888298111,0.01,3888.8625566812034,3972.3688211477397,0.03160000000000008
AUS,2070,18.327408127617677,17.846294611213704,17.295528083136706,18.21888862001182,17.77940031031828,17.235450677944808,0.0,1943.380225110207,3121.86500626756,4713.439350528496,0.04160000000000008,-0.0002994888298111,0.01,4970.617127355294,5124.896185435369,0.03160000000000008
AUS,2080,18.331640908237897,17.8315255036238,17.212273948338918,18.594794446111703,17.87717622491573,17.249709247209367,0.0,2744.240742660116,4280.679425346609,5802.727349242723,0.04160000000000008,-0.0002994888298111,0.01,6267.961084161472,6525.261431717413,0.03160000000000008
AUS,2090,19.11894843281777,18.021238682669964,17.37943421846079,18.98072746660111,17.943215645372835,17.180369621069083,0.0,3787.7673521585975,5644.681686187143,7117.078112041592,0.04160000000000008,-0.0002994888298111,0.01,7937.136576644792,8333.763317504045,0.03160000000000008
AUS,2100,19.3431458275282,17.9769192228879,17.004343225961964,19.376449068563065,18.009664801760277,17.11123144755343,0.0,5074.305136368866,7212.64054543454,8676.288584752729,0.04160000000000008,-0.0002994888298111,0.01,10072.173305344159,10651.769357651317,0.03160000000000008
AUT,2020,6.997394480682446,7.01788394106209,7.42860920764574,7.024980158079524,7.09996445813729,7.114038248189184,0.0,56.515524187389815,80.83321514643865,421.19327956048795,0.030200000000000005,-0.0003989792862766,0.01,421.02366425195936,420.95004403497234,0.020200000000000003
AUT,2030,6.813802928321538,7.393009867708529,7.222801011835601,7.313345569342768,7.244550706233672,7.192027514906628,0.0,217.7808767822839,337.5379069311025,523.1961088735792,0.030200000000000005,-0.0003989792862766,0.01,522.500979577571,522.1023258030679,0.020200000000000003
AUT,2040,7.532660220585157,7.476971760746267,6.737018716609345,7.604189489376937,7.39415219721709,7.27049755503749,0.0,480.7760849374017,771.3087360762788,653.083232180528,0.030200000000000005,-0.0003989792862766,0.01,651.4670425595103,650.3763091835931,0.020200000000000003
AUT,2050,7.9731339049760015,7.4036422675557505,7.3559751459313585,7.975147004210336,7.591841028571912,7.371020130790947,0.0,846.1306846277885,1370.5461922227748,803.2501379070375,0.030200000000000005,-0.0003989792862766,0.01,800.5601975075737,798.4406629561918,0.020200000000000003
AUT,2060,8.44126309529201,7.961671368097343,7.500704653928107,8.382457496393828,7.783682301185811,7.420157062538199,0.0,1326.9632073816847,2153.2114435185867,987.5131567494053,0.030200000000000005,-0.0003989792862766,0.01,983.9526108464831,980.3529081936715,0.020200000000000003
AUT,2070,8.76457919356427,7.882990567789462,7.676298342052602,8.767391995248637,8.007468523443508,7.365697991319195,0.0,1943.3802251102072,3121.86500626756,1213.2714874231765,0.030200000000000005,-0.0003989792862766,0.01,1209.3240974523458,1203.4075716835378,0.020200000000000003
AUT,2080,9.140107099630448,8.28289636247162,7.264996750284263,9.132172934836229,8.20105199701401,7.241847686661844,0.0,2744.240742660116,4280.679425346609,1489.7289917627008,0.030200000000000005,-0.0003989792862766,0.01,1486.221787667664,1476.5123032454974,0.020200000000000003
AUT,2090,9.455217279615692,8.403285661437483,7.134794940996344,9.505951359451554,8.373113015017083,6.983210814220657,0.0,3787.7673521585975,5644.681686187143,1856.486028999913,0.030200000000000005,-0.0003989792862766,0.01,1855.0930398153773,1839.0042497203656,0.020200000000000003
AUT,2100,9.912803039541055,8.505506256669365,6.606788074928708,9.880673156342931,8.543390701507349,6.70243974039464,0.0,5074.305136368866,7212.64054543454,2244.91021110322,0.030200000000000005,-0.0003989792862766,0.01,2248.021170946226,2221.8904219583515,0.020200000000000003
AZE,2020,13.572543628162844,13.63492752988995,13.517331706032513,13.566692617700149,13.554820956181308,13.60243979711672,0.0,56.515524187389815,80.83321514643865,195.825247384992,,-0.0003280593664295,0.01,195.99805073061665,196.07224465613163,
AZE,2030,13.805518749526104,13.720299149578535,13.996511782472249,13.878112353396128,13.746024827400138,13.775263724681858,0.0,217.7808767822839,337.5379069311025,264.92789096858496,,-0.0003280593664295,0.01,265.8840250519792,266.40547502161604,
AZE,2040,14.255325277534611,13.556923366542406,13.908868006143052,14.187073899120882,13.958011491733664,13.951401320040407,0.0,480.7760849374017,771.3087360762789,351.71699638710396,,-0.0003280593664295,0.01,354.67402977001063,356.4300175628698,
AZE,2050,14.439653473687772,14.32485822143444,14.115065874994722,14.526109677668185,14.15500676679056,14.129608542127809,0.0,846.1306846277885,1370.546192222775,445.77074023507436,,-0.0003280593664295,0.01,452.73824198257284,456.9343632572137,
AZE,2060,14.837787088170838,14.524295460170261,14.364981886553775,14.88586093015865,14.36854173409524,14.194312636630135,0.0,1326.9632073816847,2153.2114435185867,583.8389492511873,,-0.0003280593664295,0.01,598.9456014207824,607.9664365898573,
AZE,2070,15.373602502287326,14.188470507521329,13.413446233998927,15.259382834334552,14.598044660029196,14.211140147728674,0.0,1943.380225110207,3121.86500626756,741.3456734173035,,-0.0003280593664295,0.01,770.9442893258971,787.9043892501938,
AZE,2080,15.597540121651178,14.92203486368677,14.242961991164393,15.661475438424958,14.766556479897424,14.193237317355132,0.0,2744.240742660116,4280.679425346609,797.1999006710186,,-0.0003280593664295,0.01,844.5678442099237,869.2248152553295,
AZE,2090,16.032952110812264,15.0674834983575,14.006031389440617,16.06461150197654,14.94978955974648,14.086145162026655,0.0,3787.7673521585975,5644.681686187143,945.7614153520149,,-0.0003280593664295,0.01,1027.147558272885,1063.5525967287024,
AZE,2100,16.50711571309397,15.0151624854118,14.01126403258673,16.47084474131499,15.1277910287732,13.978310272713061,0.0,5074.305136368866,7212.64054543454,1180.9494309342551,,-0.0003280593664295,0.01,1323.3382712507876,1376.8941813598535,
BDI,2020,18.829321335301277,18.98257760712597,18.956717427571636,18.88723507376228,18.922851651628353,18.9434805912408,0.0,56.51552418738981,80.83321514643865,10.465281947077827,,-0.0003345710434805,0.01,10.485243108431863,10.493832230928547,
BDI,2030,19.208021488896147,19.07780722158929,19.088135443793423,19.211938833081003,19.133015688560512,19.07787800033388,0.0,217.78087678228388,337.5379069311025,19.752242098722604,,-0.0003345710434805,0.01,19.902133417851125,19.984590222266274,
BDI,2040,19.60718758322978,19.35393491802796,19.166434224446636,19.53673961826135,19.3400758976356,19.21038640927093,0.0,480.7760849374018,771.3087360762788,34.919425328214274,,-0.0003345710434805,0.01,35.52314135864735,35.88851309148809,
BDI,2050,19.787477394386595,19.57044909441915,19.453716814959513,19.895936049788908,19.533056015084664,19.290116583334942,0.0,846.1306846277885,1370.546192222775,60.65640772836067,,-0.0003345710434805,0.01,62.56688569739154,63.75539644132352,
BDI,2060,20.301278224135917,19.70465240478518,19.38912908380684,20.253488071128036,19.715827252035343,19.34200289380611,0.0,1326.9632073816847,2153.2114435185867,100.47567193085405,,-0.0003345710434805,0.01,105.6127827339385,108.83488434400512,
BDI,2070,20.620234567147737,19.82318974247687,19.29984633834276,20.62028056843828,19.893467682693,19.355700206848265,0.0,1943.3802251102072,3121.86500626756,165.9174470285466,,-0.0003345710434805,0.01,178.79356676103953,186.6988215826234,
BDI,2080,20.969154727820214,20.09442083185371,19.377700481992804,20.97409777709031,20.064979779957003,19.324299658838203,0.0,2744.240742660116,4280.679425346609,231.18493639198869,,-0.0003345710434805,0.01,257.4379523694591,272.41278262310084,
BDI,2090,21.357806566026497,20.241076547128205,19.305173068576412,21.300406888013313,20.23103710191272,19.286345010695136,0.0,3787.7673521585975,5644.681686187143,365.61651144139915,,-0.0003345710434805,0.01,424.9492961007633,454.7864717783719,
BDI,2100,21.59171320597333,20.3785822550456,19.218753221299934,21.62700909071392,20.391967747313867,19.245411870135808,0.0,5074.305136368866,7212.64054543454,551.466102361107,,-0.0003345710434805,0.01,675.8257735959786,729.9659625261744,
BEL,2020,9.625888759065903,9.707930269690404,9.908244885114335,9.634828154746556,9.696802140722516,9.72942508410459,0.0,56.515524187389815,80.83321514643865,487.89215684731914,0.030899999999999928,-0.0003405550169167,0.01,487.9696521056463,488.0024445536569,0.020899999999999926
BEL,2030,9.475940772008714,10.030977086619778,9.681136525909778,9.85048450547106,9.835919678135925,9.695837422601668,0.0,217.7808767822839,337.5379069311025,609.6587981204739,0.030899999999999928,-0.0003405550169167,0.01,610.1171917300844,610.3551005763945,0.020899999999999926
BEL,2040,9.98737256761209,10.017876894110724,9.37598618490428,10.075357847233278,9.975985453687564,9.67977870099072,0.0,480.7760849374017,771.3087360762788,757.036822756237,0.030899999999999928,-0.0003405550169167,0.01,758.517605125037,759.3151670473065,0.020899999999999926
BEL,2050,10.389876659054964,10.090336709043742,9.654045986104926,10.360015133599155,10.148604992290863,9.730327701702214,0.0,846.1306846277885,1370.546192222775,946.5475077245101,0.030899999999999928,-0.0003405550169167,0.01,950.417389470839,952.4267638594263,0.020899999999999926
BEL,2060,10.730824321071973,10.401642379279291,9.971609951623645,10.671700037463292,10.307377044275947,9.738067876288069,0.0,1326.9632073816847,2153.2114435185867,1167.5899537088026,0.030899999999999928,-0.0003405550169167,0.01,1176.30592579731,1180.5472937436293,0.020899999999999926
BEL,2070,10.902852719610983,10.238279711187737,10.235154267247331,11.00490375612374,10.473518020865702,9.715839177771452,0.0,1943.380225110207,3121.86500626756,1453.1185786203414,0.030899999999999928,-0.0003405550169167,0.01,1471.2532343008227,1479.2011479322746,0.020899999999999926
BEL,2080,11.30658193168004,10.659015057702566,9.604144601420954,11.338780954924935,10.624604343704203,9.636333276248845,0.0,2744.240742660116,4280.679425346609,1814.3702921344668,0.030899999999999928,-0.0003405550169167,0.01,1849.8378004396334,1862.8787004187207,0.020899999999999926
BEL,2090,11.88758234280311,10.765611029746818,9.552874075697073,11.65206898856449,10.776919671268818,9.442049268535714,0.0,3787.7673521585975,5644.681686187143,2160.1123379732285,0.030899999999999928,-0.0003405550169167,0.01,2222.495205060345,2240.0755516785325,0.020899999999999926
BEL,2100,11.86097037852314,10.931428545899475,9.181406604310192,11.972278199734312,10.93068511803813,9.237936580724078,0.0,5074.305136368866,7212.6405454345395,2614.4697542811664,0.030899999999999928,-0.0003405550169167,0.01,2720.8640895559465,2742.349222969683,0.020899999999999926
BEN,2020,26.447842679766588,26.512206864405652,26.44920859181219,26.460434322393574,26.482735690341638,26.531303994874776,0.0,56.515524187389815,80.83321514643865,29.371186523783557,,-0.00029782476028340007,0.01,29.458582162279775,29.496241315209865,
BEN,2030,26.694654670597583,26.681630685449385,26.888409825283695,26.7793096333376,26.71517593379966,26.71042101421851,0.0,217.7808767822839,337.5379069311025,52.73433839497638,,-0.0002978247602834,0.01,53.35177607590394,53.69341585147964,
BEN,2040,27.1356639375165,26.91624795795346,26.961348922385636,27.0992935820983,26.95245179507811,26.87781089544867,0.0,480.7760849374017,771.3087360762788,88.87683407317773,,-0.0002978247602834,0.01,91.2270291485729,92.66806110353706,
BEN,2050,27.36057238837058,27.16590456524416,27.03286583075138,27.430964534752707,27.18457907034869,26.968351646610955,0.0,846.1306846277885,1370.546192222775,144.98184758000585,,-0.0002978247602834,0.01,151.90279525257355,156.30728323540188,
BEN,2060,27.827591114794757,27.511676348529143,26.982198657645593,27.769271732179398,27.411204207939655,27.009803897459868,0.0,1326.9632073816847,2153.2114435185867,229.91840005976596,,-0.0002978247602834,0.01,247.62377908391315,259.12597953538545,
BEN,2070,28.019436131961307,27.523492859066454,26.99378445997302,28.141678486553854,27.64524158285295,27.017614854511613,0.0,1943.3802251102068,3121.8650062675597,364.2544695893249,,-0.0002978247602834,0.01,406.71993061408136,434.13833978789916,
